fips;unemp
49039;39
49041;44
49043;31
49045;38
49047;93
49049;30
49051;33
49053;37
49055;77
49057;38
50001;31
50003;38
50005;41
50007;25
50009;59
50011;32
50013;40
50015;43
50017;31
50019;52
50021;39
50023;32
50025;33
50027;29
51001;48
51003;35
51005;51
51007;42
51009;43
51011;46
51013;26
51015;36
51017;37
51019;41
51021;52
51023;36
51025;60
51027;108
51029;53
51031;44
51033;44
51035;51
51036;45
51037;50
51041;38
51043;35
51045;47
51047;38
51049;46
51051;99
51053;48
51057;48
51059;32
51061;34
51063;40
51065;33
51067;43
51069;35
51071;53
51073;37
51075;37
51077;52
51079;32
51081;51
51083;58
51085;35
51087;38
51089;56
51091;32
51093;43
51095;39
51097;42
51099;42
51101;37
51103;56
51105;68
51107;32
51109;38
51111;46
51113;31
51115;40
51117;56
51119;38
51121;40
51125;36
51127;34
51131;57
51133;54
51135;39
51137;40
51139;56
51141;48
51143;47
51145;35
51147;53
51149;48
51153;36
51155;58
51157;35
51159;37
51161;35
51163;44
51165;35
51167;65
51169;48
51171;37
51173;58
51175;39
51177;41
51179;39
51181;53
51183;61
51185;75
51187;40
51191;45
51193;46
51195;85
51197;57
51199;39
51510;29
51520;51
51530;51
51540;33
51550;43
51570;44
51580;58
51590;60
51595;65
51600;30
51610;27
51620;59
51630;47
51640;50
51650;56
51660;47
51670;65
51678;63
51680;52
51683;36
51685;35
51690;71
51700;51
51710;52
51720;68
51730;76
51735;35
51740;61
51750;54
51760;46
51770;43
51775;39
51790;39
51800;47
51810;39
51820;41
51830;56
51840;39
53001;68
53003;51
53005;65
53007;59
53009;79
53011;63
53013;68
53015;75
53017;71
53019;108
53021;76
53023;60
53025;74
53027;87
53029;60
53031;73
53033;39
53035;58
53037;60
53039;71
53041;81
53043;57
53045;78
53047;69
53049;83
53051;91
53053;63
53055;48
53057;68
53059;72
53061;44
53063;63
53065;86
53067;58
53069;90
53071;56
53073;60
53075;51
53077;80
54001;67
54003;38
54005;89
54007;86
54009;69
54011;47
54013;126
54015;102
54017;49
54019;79
54021;82
54023;58
54025;53
54027;42
54029;69
54031;56
54033;58
54035;64
54037;33
54039;54
54041;84
54043;84
54045;101
54047;121
54049;64
54051;79
54053;71
54055;65
54057;59
54059;125
54061;43
54063;45
54065;43
54067;88
54069;55
54071;39
54073;81
54075;66
54077;56
54079;48
54081;69
54083;59
54085;65
54087;101
54089;61
54091;55
54093;53
54095;87
54097;74
54099;65
54101;83
54103;92
54105;87
54107;57
54109;101
55001;62
55003;56
55005;47
55007;71
55009;37
55011;46
55013;62
55015;33
55017;44
55019;40
55021;37
55023;50
55025;29
55027;38
55029;51
55031;55
55033;42
55035;35
55037;62
55039;36
55041;64
55043;41
55045;34
55047;50
55049;36
55051;77
55053;45
55055;40
55057;46
55059;48
55061;38
55063;37
55065;33
55067;53
55069;45
55071;45
55073;37
55075;56
55077;52
55078;78
55079;51
55081;40
55083;46
55085;50
55087;36
55089;35
55091;39
55093;42
55095;47
55097;39
55099;44
55101;51
55103;38
55105;46
55107;53
55109;39
55111;37
55113;65
55115;43
55117;35
55119;43
55121;38
55123;37
55125;58
55127;41
55129;52
55131;35
55133;36
55135;41
55137;52
55139;37
55141;50
56001;32
56003;49
56005;71
56007;46
56009;62
56011;45
56013;71
56015;34
56017;48
56019;53
56021;41
56023;46
56025;71
56027;32
56029;47
56031;48
56033;46
56035;64
56037;60
56039;34
56041;58
56043;47
56045;49
72001;169
72003;140
72005;148
72007;143
72009;150
72011;129
72013;132
72015;184
72017;142
72019;130
72021;89
72023;125
72025;103
72027;124
72029;116
72031;86
72033;100
72035;107
72037;130
72039;162
72041;103
72043;182
72045;137
72047;124
72049;33
72051;80
72053;137
72054;145
72055;182
72057;164
72059;187
72061;60
72063;86
72065;156
72067;123
72069;141
72071;141
72073;131
72075;147
72077;133
72079;185
72081;192
72083;149
72085;136
72087;114
72089;142
72091;116
72093;152
72095;185
72097;137
72099;155
72101;135
72103;124
72105;130
72107;155
72109;206
72111;166
72113;134
72115;160
72117;157
72119;105
72121;159
72123;217
72125;151
72127;79
72129;126
72131;189
72133;168
72135;84
72137;89
72139;72
72141;155
72143;116
72145;139
72147;106
72149;202
72151;169
72153;188
